-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1984 through 11/10/2024 
Location: Latitude  12.9794   Longitude 77.7228 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 841.72 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_RANGE            MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M_RANGE            MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M                  MERRA-2 Wind Direction at 50 Meters (Degrees) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
TS                     MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE              MERRA-2 Temperature at 2 Meters Range (C) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_SW_DWN      CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS10M,WS10M_RANGE,WS50M_RANGE,WD50M,QV2M,RH2M,PRECTOTCORR,CLRSKY_SFC_PAR_TOT,T2M,T2MDEW,TS,T2M_RANGE,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,PS
1987,4,21,4.7,4.28,6.16,135.5,8.54,36.5,0.0,-999.0,29.15,9.83,31.53,18.28,7.32,141.9,7.72,91.71
1987,4,22,4.95,4.16,5.8,138.25,9.28,41.38,0.0,-999.0,28.9,10.75,31.62,19.3,7.23,145.3,7.39,91.73
1987,4,23,4.53,4.75,7.1,141.88,10.13,44.06,0.0,-999.0,29.02,12.11,32.1,18.23,7.19,144.3,7.53,91.66
1987,4,24,2.63,4.87,6.95,179.12,11.17,41.88,0.1,-999.0,30.46,14.01,34.4,15.44,6.35,129.0,7.53,91.64
1987,4,25,3.72,5.81,7.3,174.44,12.45,45.69,0.22,-999.0,30.44,15.83,34.41,14.95,6.64,134.3,7.54,91.63
1987,4,26,2.17,4.82,6.48,153.75,13.49,52.31,0.14,-999.0,28.45,17.23,31.56,10.66,5.21,107.4,7.54,91.66
1987,4,27,3.2,3.64,5.49,188.81,14.59,62.56,32.46,-999.0,27.01,18.47,28.58,11.57,6.51,131.3,7.61,91.68
1987,4,28,2.65,5.73,8.25,151.5,13.98,60.88,1.33,-999.0,27.09,17.75,29.33,13.75,6.79,137.8,7.39,91.72
1987,4,29,2.61,5.02,7.79,228.81,13.73,60.56,0.17,-999.0,26.52,17.54,28.58,10.77,6.36,129.3,7.54,91.73
1987,4,30,2.76,3.52,5.88,213.75,13.73,60.12,6.01,-999.0,26.8,17.51,28.8,12.63,6.51,133.8,7.51,91.62
1987,5,1,1.86,3.09,4.16,200.56,13.79,58.75,1.88,-999.0,27.36,17.52,29.48,12.86,6.59,133.4,7.54,91.59
1987,5,2,2.23,2.91,4.73,230.69,13.49,57.5,0.51,-999.0,27.4,17.19,29.54,13.08,6.51,132.1,7.55,91.65
1987,5,3,3.24,3.32,5.71,295.12,12.51,52.31,0.03,-999.0,28.0,15.9,29.84,14.5,7.04,141.6,7.62,91.66
1987,5,4,3.65,4.18,5.58,313.12,10.74,48.12,0.0,-999.0,27.29,13.5,28.94,15.92,6.74,135.0,7.27,91.62
1987,5,5,2.88,3.87,7.27,266.06,9.03,42.44,0.0,-999.0,26.89,10.86,28.4,17.21,7.1,143.5,7.31,91.6
1987,5,6,1.79,3.23,6.94,239.94,9.7,42.56,0.0,-999.0,27.71,11.99,30.45,17.91,7.02,140.8,7.25,91.58
1987,5,7,2.23,3.88,5.23,175.75,10.74,43.25,0.0,-999.0,28.56,13.62,31.23,15.64,6.87,138.2,7.15,91.6
1987,5,8,3.13,3.74,7.86,163.31,9.7,38.0,0.0,-999.0,29.24,11.87,31.64,13.75,6.62,133.7,7.27,91.64
1987,5,9,3.23,4.45,8.1,160.44,9.28,37.75,0.0,-999.0,28.7,11.44,31.23,15.98,6.24,127.6,7.38,91.74
1987,5,10,2.89,3.87,6.59,161.25,9.89,40.0,0.0,-999.0,28.21,12.41,30.05,13.27,6.76,136.3,7.38,91.78
1987,5,11,2.95,3.77,5.04,132.06,10.62,43.81,0.11,-999.0,28.3,13.44,30.15,13.45,6.78,136.7,7.19,91.75
1987,5,12,2.77,5.2,6.38,120.06,12.63,52.88,0.2,-999.0,27.06,16.26,28.64,7.99,6.27,128.1,7.31,91.75
1987,5,13,3.02,2.8,2.22,119.62,13.37,59.94,0.19,-999.0,25.8,17.1,26.95,6.99,4.62,96.2,7.51,91.82
1987,5,14,3.91,3.65,6.91,102.12,10.74,48.0,2.76,-999.0,27.7,13.28,30.23,16.12,6.12,125.5,7.51,91.76
1987,5,15,2.47,5.59,7.39,123.94,12.45,52.19,0.15,-999.0,28.19,15.87,31.16,14.4,6.31,129.4,7.5,91.77
1987,5,16,2.87,4.18,5.64,139.25,12.33,51.0,0.0,-999.0,27.82,15.72,29.94,11.33,6.5,131.7,7.26,91.85
1987,5,17,2.67,3.51,5.58,218.5,11.78,46.31,0.36,-999.0,28.74,15.08,31.65,13.69,6.24,126.9,7.01,91.76
1987,5,18,2.19,1.88,1.75,28.75,12.15,46.75,0.26,-999.0,29.31,15.55,31.69,13.92,6.05,124.0,7.26,91.62
1987,5,19,1.7,1.3,3.13,163.0,12.02,45.31,0.03,-999.0,28.92,15.41,30.73,9.95,5.79,118.3,7.41,91.61
1987,5,20,2.67,2.13,3.72,92.12,15.14,62.12,43.57,-999.0,27.22,18.94,27.87,8.39,5.64,115.5,7.37,91.58
1987,5,21,1.8,3.42,4.09,122.06,15.62,70.94,0.3,-999.0,25.58,19.55,26.07,7.56,5.84,119.0,7.54,91.53
1987,5,22,2.09,1.19,2.45,260.56,14.65,70.31,0.0,-999.0,24.68,18.55,25.48,8.18,5.51,114.0,7.3,91.47
1987,5,23,2.02,2.69,3.43,195.81,13.92,62.44,1.32,-999.0,26.33,17.66,27.63,11.66,6.62,133.7,7.5,91.44
1987,5,24,2.37,5.67,6.49,229.0,13.73,61.75,0.43,-999.0,26.28,17.54,28.35,11.98,6.14,125.2,7.05,91.63
1987,5,25,2.74,4.98,6.09,176.31,14.34,59.31,0.01,-999.0,27.9,18.12,29.99,13.47,6.04,121.9,7.56,91.62
1987,5,26,2.62,4.23,4.19,206.75,14.53,58.06,0.0,-999.0,28.49,18.26,30.84,13.52,5.75,119.0,7.09,91.6
1987,5,27,3.21,4.12,5.08,246.94,14.77,63.19,1.69,-999.0,26.89,18.59,28.26,9.35,5.71,118.2,7.11,91.61
1987,5,28,2.25,3.55,4.02,274.44,15.38,75.56,0.71,-999.0,24.15,19.32,25.09,6.2,6.99,141.5,7.26,91.63
1987,5,29,1.48,2.26,3.62,165.12,15.32,74.0,6.84,-999.0,24.63,19.27,25.87,8.29,7.14,144.6,7.46,91.57
1987,5,30,1.04,2.06,2.17,150.69,13.85,57.75,0.79,-999.0,27.92,17.43,29.68,14.16,5.85,120.9,7.4,91.49
1987,5,31,1.42,3.62,5.36,215.88,14.77,60.38,0.26,-999.0,27.87,18.62,30.08,12.39,6.99,141.6,7.26,91.52
1987,6,1,5.23,3.52,3.81,283.0,15.32,67.38,0.07,-999.0,26.41,19.19,28.15,11.37,5.77,119.7,7.2,91.48
1987,6,2,5.27,6.66,6.72,283.62,16.6,81.75,2.23,-999.0,23.94,20.51,24.5,4.83,5.8,120.4,7.29,91.4
1987,6,3,6.01,5.89,6.27,262.19,15.26,72.62,0.31,-999.0,24.94,19.12,25.98,9.23,5.62,117.7,7.28,91.26
1987,6,4,6.86,4.06,3.46,259.44,15.32,72.31,0.05,-999.0,25.01,19.2,26.3,9.37,5.86,121.3,7.27,91.17
1987,6,5,7.05,5.28,5.19,245.56,14.89,69.94,0.07,-999.0,25.15,18.73,26.64,10.42,5.44,114.1,7.27,91.24
1987,6,6,6.95,4.73,4.65,242.62,14.65,72.44,0.03,-999.0,24.23,18.55,25.37,9.01,6.07,126.4,7.16,91.37
1987,6,7,6.53,3.48,3.7,256.19,15.44,73.69,0.01,-999.0,24.77,19.32,26.07,10.57,5.79,120.1,6.56,91.3
1987,6,8,6.97,6.12,7.22,263.75,15.5,75.69,0.09,-999.0,24.27,19.39,25.26,6.79,5.24,110.4,7.25,91.23
1987,6,9,7.36,4.55,4.75,270.75,15.2,74.5,0.38,-999.0,24.29,19.06,25.48,9.01,4.6,97.7,7.24,91.21
1987,6,10,6.55,3.2,3.3,261.75,14.47,74.31,10.63,-999.0,23.64,18.32,24.85,9.29,5.18,109.7,7.1,91.41
1987,6,11,5.23,3.47,3.23,259.19,15.14,80.44,6.51,-999.0,22.9,19.09,23.71,7.05,4.79,100.8,7.23,91.61
1987,6,12,5.87,3.2,2.75,264.69,14.4,71.06,0.63,-999.0,24.63,18.31,26.01,11.58,4.81,102.3,7.23,91.58
1987,6,13,6.8,4.01,3.62,261.88,14.53,72.56,0.74,-999.0,24.08,18.41,25.2,10.02,4.21,89.4,7.22,91.49
1987,6,14,6.64,4.42,4.51,256.5,14.16,73.56,1.3,-999.0,23.44,17.97,24.33,9.45,5.12,108.3,7.22,91.45
1987,6,15,7.2,7.04,7.33,264.81,15.01,72.06,0.09,-999.0,24.87,18.88,25.96,10.16,4.51,95.1,7.21,91.37
1987,6,16,7.35,4.12,3.75,262.5,14.89,71.44,0.05,-999.0,24.93,18.8,26.07,10.36,5.06,106.0,7.21,91.44
1987,6,17,6.95,6.16,5.61,269.62,14.16,67.81,0.04,-999.0,25.24,17.91,26.37,9.9,4.63,98.4,7.2,91.44
1987,6,18,7.13,5.61,5.54,270.0,14.59,68.44,0.17,-999.0,25.71,18.41,27.24,12.43,5.67,118.1,6.94,91.39
1987,6,19,7.26,4.95,5.05,272.19,14.53,69.25,0.41,-999.0,25.08,18.36,26.12,10.48,6.08,126.5,7.04,91.35
1987,6,20,8.2,4.59,4.42,279.44,13.12,66.56,0.05,-999.0,23.84,16.7,24.97,7.95,3.3,72.1,7.2,91.38
1987,6,21,6.41,4.62,5.1,282.38,13.73,75.81,8.28,-999.0,22.26,17.51,23.02,7.59,4.8,101.8,7.2,91.41
1987,6,22,4.92,2.78,2.62,278.81,14.1,76.62,0.55,-999.0,22.61,17.97,23.92,9.36,4.62,97.7,7.2,91.47
1987,6,23,3.48,3.78,5.39,237.31,14.65,74.69,17.14,-999.0,23.78,18.49,25.26,10.65,5.77,119.7,7.2,91.4
1987,6,24,3.95,5.89,6.53,220.75,15.87,77.12,15.6,-999.0,24.53,19.8,25.83,10.59,5.58,116.3,7.09,91.31
1987,6,25,3.35,3.2,3.69,224.56,15.93,76.62,0.77,-999.0,24.65,19.84,26.1,7.95,4.64,97.7,7.2,91.31
1987,6,26,3.42,2.55,2.24,228.19,15.5,76.5,0.07,-999.0,24.08,19.4,25.38,6.77,4.78,101.2,6.99,91.32
1987,6,27,5.23,4.16,4.62,247.62,15.87,77.25,0.89,-999.0,24.37,19.76,25.6,9.62,4.9,104.2,7.02,91.28
1987,6,28,4.52,4.98,4.61,266.94,14.83,75.75,5.38,-999.0,23.69,18.68,25.09,10.6,2.6,57.8,7.26,91.4
1987,6,29,4.91,4.58,3.73,269.38,15.26,77.19,1.51,-999.0,23.82,19.19,24.86,8.05,4.28,91.8,6.85,91.43
1987,6,30,5.34,4.37,4.29,272.25,15.2,75.75,0.04,-999.0,24.18,19.12,25.4,10.26,3.76,80.9,7.07,91.4
1987,7,1,5.82,4.26,4.46,254.44,15.62,83.81,4.31,-999.0,22.52,19.55,22.78,5.09,4.51,96.7,7.24,91.46
1987,7,2,6.49,4.91,4.99,260.0,14.71,79.25,0.23,-999.0,22.77,18.65,23.36,7.97,4.21,89.6,7.25,91.57
1987,7,3,6.41,4.34,4.61,259.81,14.71,76.5,0.16,-999.0,23.33,18.6,24.15,8.27,3.91,83.6,7.31,91.53
1987,7,4,6.11,4.33,3.6,268.56,14.71,77.81,0.65,-999.0,23.02,18.61,23.95,8.97,4.1,88.0,7.26,91.53
1987,7,5,6.4,5.39,5.09,261.81,14.1,75.5,0.05,-999.0,22.9,17.92,23.78,9.23,3.56,76.7,7.26,91.58
1987,7,6,6.91,5.4,5.25,252.88,14.1,71.81,0.02,-999.0,24.12,17.87,25.26,10.23,3.38,72.6,7.1,91.56
1987,7,7,7.54,5.16,5.46,256.19,13.49,70.19,0.06,-999.0,23.67,17.24,24.89,9.8,4.36,92.4,7.35,91.63
1987,7,8,7.57,5.38,5.3,264.06,13.49,71.5,0.34,-999.0,23.36,17.19,24.69,12.42,3.49,74.8,7.31,91.54
1987,7,9,7.47,6.76,6.7,268.81,14.34,71.88,0.31,-999.0,24.15,18.19,25.13,8.77,4.01,85.2,7.26,91.55
1987,7,10,5.59,4.16,3.68,267.81,14.71,74.38,0.13,-999.0,23.93,18.58,24.91,8.3,5.19,108.5,7.11,91.59
1987,7,11,6.09,4.41,4.06,269.31,14.28,72.94,0.02,-999.0,23.89,18.15,24.73,8.5,4.61,97.5,7.28,91.62
1987,7,12,6.7,4.46,4.31,266.0,13.92,68.69,0.21,-999.0,24.84,17.73,26.49,12.49,4.92,104.2,7.28,91.53
1987,7,13,6.62,3.68,3.16,259.12,14.16,68.81,0.12,-999.0,25.05,17.99,26.73,13.28,4.74,100.8,7.29,91.5
1987,7,14,6.38,3.47,3.22,256.19,14.28,69.0,0.01,-999.0,25.15,18.16,26.9,12.91,5.57,116.8,6.84,91.57
1987,7,15,6.27,3.57,3.29,262.69,14.28,68.75,0.02,-999.0,25.22,18.18,26.98,12.82,5.82,121.0,6.64,91.64
1987,7,16,6.72,4.3,3.66,272.19,13.79,66.62,0.01,-999.0,25.26,17.53,26.82,13.09,5.88,120.9,6.94,91.53
1987,7,17,6.4,3.12,2.51,278.75,13.98,67.06,0.01,-999.0,25.23,17.76,26.87,12.42,4.88,101.4,7.44,91.45
1987,7,18,6.59,3.74,3.59,270.5,14.28,69.94,2.08,-999.0,24.71,18.11,26.11,10.92,5.64,117.1,7.44,91.49
1987,7,19,6.85,5.24,5.03,266.38,13.98,70.94,0.08,-999.0,24.01,17.8,25.26,10.38,5.58,115.8,7.18,91.49
1987,7,20,5.02,4.45,2.91,278.06,14.65,72.62,0.01,-999.0,24.26,18.51,25.27,8.88,6.12,125.3,7.07,91.45
1987,7,21,5.45,2.79,1.76,283.69,14.28,68.06,0.07,-999.0,25.08,18.11,26.69,11.01,5.7,117.5,7.2,91.49
1987,7,22,4.88,3.92,2.63,290.0,14.04,66.81,0.01,-999.0,25.37,17.83,26.87,13.25,5.17,107.5,7.46,91.52
1987,7,23,4.84,2.87,1.92,291.5,13.98,64.88,0.0,-999.0,25.89,17.73,27.87,12.73,5.75,118.9,7.46,91.52
1987,7,24,4.52,4.34,3.48,286.5,14.59,70.0,0.01,-999.0,24.9,18.43,26.19,10.09,5.65,117.3,7.47,91.58
1987,7,25,5.38,3.49,2.59,277.88,13.85,68.31,0.01,-999.0,24.42,17.66,25.85,9.48,6.06,124.7,7.48,91.52
1987,7,26,5.18,3.05,2.34,278.31,13.12,67.44,0.83,-999.0,23.89,16.77,25.2,10.82,5.22,107.9,7.48,91.53
1987,7,27,3.68,4.09,3.89,277.81,13.12,64.5,0.01,-999.0,24.88,16.78,26.7,12.04,6.14,125.0,7.56,91.57
1987,7,28,3.29,4.05,3.86,307.19,13.79,64.62,0.0,-999.0,25.54,17.58,27.85,11.97,6.32,128.7,7.32,91.62
1987,7,29,2.89,2.25,3.5,275.44,13.67,64.38,0.23,-999.0,25.36,17.44,27.45,10.99,5.59,116.1,7.09,91.57
1987,7,30,3.45,2.09,3.46,268.38,15.38,76.69,30.11,-999.0,23.93,19.34,24.36,6.2,5.84,120.7,7.56,91.6
1987,7,31,4.43,3.43,3.77,259.5,13.73,69.81,0.4,-999.0,24.23,17.46,25.38,11.09,6.2,126.7,7.44,91.63
1987,8,1,4.43,3.16,4.12,266.31,13.49,68.44,2.56,-999.0,24.35,17.15,25.72,11.71,6.58,133.4,7.31,91.53
1987,8,2,3.81,4.13,4.09,282.88,14.53,76.81,0.0,-999.0,23.01,18.4,23.91,6.49,5.8,119.8,6.94,91.51
1987,8,3,3.54,3.37,3.92,277.44,14.22,76.69,0.03,-999.0,22.78,18.12,23.95,7.04,6.05,124.8,7.0,91.58
1987,8,4,5.3,4.22,3.62,267.38,13.98,82.25,23.66,-999.0,21.05,17.8,21.48,5.99,4.86,102.6,7.38,91.63
1987,8,5,4.38,3.77,2.76,265.0,14.77,83.0,35.62,-999.0,21.94,18.64,22.8,8.58,4.18,88.2,7.38,91.53
1987,8,6,3.95,2.57,2.42,253.81,14.77,80.44,15.71,-999.0,22.58,18.65,23.6,9.86,5.11,106.4,7.38,91.56
1987,8,7,4.69,2.2,2.06,272.44,13.92,75.44,6.6,-999.0,23.05,17.76,23.85,10.88,4.79,100.2,7.38,91.64
1987,8,8,4.87,2.95,2.05,269.69,14.1,76.62,0.55,-999.0,22.77,17.97,23.65,10.72,4.37,92.0,7.38,91.55
1987,8,9,4.66,2.84,2.29,256.75,15.01,82.12,8.58,-999.0,22.44,18.9,23.15,9.05,5.69,118.4,6.69,91.44
1987,8,10,4.27,3.76,2.34,266.12,15.44,79.56,0.44,-999.0,23.48,19.34,24.33,9.13,4.77,99.9,7.39,91.4
1987,8,11,5.07,4.04,3.01,271.38,14.89,76.75,1.02,-999.0,23.64,18.8,24.52,9.54,4.58,96.8,7.39,91.39
1987,8,12,4.49,4.76,3.94,274.12,14.47,81.31,0.94,-999.0,21.94,18.32,22.53,7.18,4.89,102.8,7.39,91.45
1987,8,13,5.33,5.68,5.68,281.69,15.14,80.31,1.49,-999.0,23.01,19.05,23.83,8.48,5.18,107.6,7.46,91.41
1987,8,14,5.59,4.54,4.12,273.81,15.62,85.88,12.03,-999.0,22.16,19.57,22.56,5.53,2.91,63.1,7.38,91.39
1987,8,15,5.76,4.11,3.28,273.06,15.75,82.62,3.81,-999.0,23.05,19.66,23.77,9.03,3.77,80.3,7.38,91.23
1987,8,16,6.31,4.91,5.06,253.25,15.93,84.0,1.03,-999.0,22.87,19.81,23.59,9.11,5.26,110.4,7.22,91.18
1987,8,17,6.19,3.23,2.7,248.62,15.56,82.31,0.64,-999.0,22.87,19.47,23.34,6.76,5.07,107.9,7.21,91.17
1987,8,18,7.05,5.16,5.52,259.81,14.83,81.88,0.6,-999.0,22.15,18.69,22.6,6.84,4.96,105.4,7.32,91.27
1987,8,19,6.95,6.23,6.3,267.81,15.2,79.94,1.49,-999.0,23.07,19.08,23.76,8.93,4.6,97.7,7.32,91.28
1987,8,20,7.38,5.66,5.54,274.81,15.08,79.44,0.82,-999.0,23.04,18.99,23.58,7.61,4.6,97.8,7.31,91.31
1987,8,21,6.45,5.14,4.76,271.88,15.14,79.31,0.6,-999.0,23.22,19.05,23.8,8.02,4.47,94.6,7.31,91.39
1987,8,22,6.5,4.49,3.84,269.25,14.71,77.38,2.04,-999.0,23.18,18.6,24.02,9.25,5.12,108.1,7.16,91.45
1987,8,23,7.07,4.37,3.84,267.5,14.95,78.38,2.51,-999.0,23.22,18.84,24.05,9.0,5.29,111.5,7.33,91.37
1987,8,24,7.8,5.18,5.51,256.25,14.83,81.56,0.6,-999.0,22.33,18.75,22.89,7.45,4.24,89.7,7.35,91.41
1987,8,25,7.35,5.34,5.64,252.06,14.4,80.38,0.16,-999.0,22.14,18.32,22.58,7.29,3.29,70.9,7.34,91.53
1987,8,26,7.51,5.81,5.92,254.0,14.04,77.0,0.38,-999.0,22.56,17.9,23.33,10.32,5.01,105.7,7.34,91.62
1987,8,27,7.34,5.32,5.84,254.25,14.1,80.75,0.19,-999.0,21.75,17.98,22.41,8.15,3.9,83.0,7.33,91.67
1987,8,28,6.67,5.74,6.2,259.75,14.4,83.12,0.3,-999.0,21.51,18.35,21.82,6.0,4.06,86.0,7.32,91.66
1987,8,29,5.73,5.56,4.93,264.5,14.34,76.44,0.03,-999.0,23.13,18.23,24.1,10.13,5.16,108.2,7.32,91.65
1987,8,30,4.59,2.95,1.66,269.94,14.83,79.31,4.82,-999.0,22.94,18.76,23.35,8.76,6.1,125.8,6.94,91.69
1987,8,31,3.77,3.34,2.11,282.56,14.95,74.94,1.42,-999.0,24.29,18.91,25.62,11.2,6.5,132.8,6.91,91.72
1987,9,1,4.55,2.39,1.94,283.69,14.34,73.12,0.22,-999.0,24.03,18.23,25.07,10.95,6.27,128.8,6.82,91.65
1987,9,2,4.46,3.05,1.75,281.62,14.34,73.12,0.64,-999.0,24.08,18.23,25.19,11.64,5.98,123.4,7.31,91.6
1987,9,3,4.66,3.91,2.5,269.19,14.65,79.0,0.48,-999.0,22.74,18.59,23.4,7.6,4.88,102.1,7.3,91.64
1987,9,4,5.2,3.75,3.05,266.81,13.49,75.5,0.27,-999.0,22.37,17.28,23.24,10.34,3.66,78.3,7.29,91.65
1987,9,5,4.3,4.01,2.32,292.25,14.47,76.19,1.01,-999.0,23.27,18.36,24.24,10.86,5.63,117.5,7.17,91.6
1987,9,6,4.11,2.63,1.62,283.25,14.53,74.38,1.51,-999.0,23.95,18.44,24.84,10.5,5.03,106.1,7.28,91.6
1987,9,7,4.15,3.09,1.71,275.44,14.4,76.12,0.44,-999.0,23.25,18.27,24.13,9.33,5.75,118.7,6.65,91.61
1987,9,8,4.63,3.98,2.48,280.81,14.1,72.25,0.05,-999.0,23.94,17.92,25.12,11.91,5.75,118.8,7.18,91.56
1987,9,9,4.91,3.19,2.37,295.81,13.61,70.31,0.02,-999.0,23.97,17.35,24.88,11.31,5.69,117.4,6.55,91.53
1987,9,10,4.75,3.07,2.11,292.88,13.37,69.12,0.11,-999.0,23.89,17.01,24.94,11.02,5.87,121.6,7.16,91.51
1987,9,11,4.54,3.11,1.8,291.81,14.1,70.12,0.1,-999.0,24.61,17.93,26.03,12.96,5.97,123.9,7.18,91.47
1987,9,12,3.82,3.92,2.7,308.25,14.83,73.25,0.44,-999.0,24.49,18.75,25.76,10.59,5.66,117.4,7.19,91.56
1987,9,13,3.41,2.99,2.0,301.5,15.14,72.31,0.31,-999.0,25.07,19.05,26.45,10.95,5.31,111.7,6.96,91.54
1987,9,14,3.7,3.92,3.04,300.56,15.32,73.75,2.72,-999.0,24.83,19.27,25.97,9.95,4.28,90.8,7.16,91.48
1987,9,15,3.05,4.94,5.8,160.31,15.87,76.31,9.07,-999.0,24.67,19.83,25.33,9.41,5.16,108.7,6.79,91.45
1987,9,16,2.88,3.95,4.53,131.31,16.11,75.94,2.32,-999.0,25.02,20.01,25.83,9.74,4.35,93.3,6.86,91.41
1987,9,17,3.09,2.31,1.37,135.31,16.11,76.5,7.97,-999.0,24.96,20.07,25.78,9.7,5.64,117.7,6.59,91.52
1987,9,18,1.71,2.18,3.2,147.75,15.81,80.31,0.42,-999.0,23.69,19.79,24.5,6.91,5.15,108.7,7.12,91.64
1987,9,19,1.75,1.43,3.98,159.56,15.01,74.56,1.26,-999.0,24.35,18.91,25.63,11.19,5.5,115.0,6.82,91.58
1987,9,20,2.89,2.48,2.51,262.0,16.24,79.06,2.44,-999.0,24.58,20.15,25.78,10.71,5.4,113.5,7.09,91.52
1987,9,21,3.99,4.03,3.81,258.69,16.11,83.75,18.66,-999.0,23.22,20.09,23.64,7.84,5.36,112.3,6.97,91.59
1987,9,22,3.12,4.47,6.74,233.19,16.11,85.75,11.45,-999.0,22.7,20.08,22.83,5.19,4.81,100.3,6.68,91.59
1987,9,23,2.3,3.34,3.77,163.88,16.17,85.5,2.45,-999.0,22.89,20.14,23.39,7.21,4.45,94.1,6.65,91.49
1987,9,24,1.6,4.2,6.19,195.88,16.66,84.88,9.84,-999.0,23.44,20.59,23.74,6.05,3.96,84.8,6.19,91.55
1987,9,25,2.95,3.44,4.08,283.12,16.17,84.69,9.87,-999.0,23.12,20.17,23.8,8.45,6.19,128.5,7.07,91.7
1987,9,26,2.63,2.73,1.94,291.19,15.32,86.12,0.08,-999.0,21.85,19.32,22.16,4.74,6.09,126.4,6.84,91.8
1987,9,27,1.93,2.63,3.61,193.38,14.83,80.38,0.07,-999.0,22.64,18.8,23.37,7.98,5.99,124.5,6.8,91.73
1987,9,28,2.0,2.13,4.41,114.44,15.2,80.88,0.01,-999.0,22.91,19.15,23.7,8.49,5.07,106.1,6.66,91.68
1987,9,29,3.59,3.18,5.04,91.81,13.92,72.81,2.35,-999.0,23.81,17.7,24.66,11.62,3.8,81.0,6.92,91.68
1987,9,30,3.33,3.41,4.16,105.06,14.4,77.31,0.87,-999.0,22.89,18.26,23.75,10.55,4.3,92.3,6.91,91.72
1987,10,1,2.28,1.63,2.46,194.69,16.24,86.69,13.86,-999.0,22.75,20.23,23.26,7.06,4.29,92.3,6.89,91.78
1987,10,2,3.09,2.84,1.97,211.88,15.99,86.06,9.84,-999.0,22.65,19.99,23.15,7.15,4.89,103.8,6.54,91.81
1987,10,3,2.23,1.69,2.52,219.12,15.81,83.19,4.41,-999.0,23.05,19.78,23.62,7.38,4.92,103.0,5.79,91.73
1987,10,4,2.43,1.73,1.31,227.56,15.32,80.38,1.22,-999.0,23.26,19.26,23.76,8.41,4.84,102.4,5.57,91.66
1987,10,5,2.37,2.09,1.54,197.12,14.83,85.56,3.05,-999.0,21.47,18.78,21.74,5.87,4.55,96.7,6.38,91.85
1987,10,6,1.41,1.09,2.31,168.44,15.2,81.12,2.67,-999.0,22.9,19.19,23.65,10.16,4.29,91.6,6.36,91.92
1987,10,7,1.61,1.52,3.15,97.5,16.36,83.81,2.9,-999.0,23.48,20.33,24.17,8.55,3.14,68.4,6.87,91.8
1987,10,8,1.98,2.49,3.61,179.0,16.97,91.81,5.86,-999.0,22.33,20.93,22.33,3.78,4.36,92.1,5.92,91.61
1987,10,9,4.09,4.32,3.93,256.5,16.54,92.81,35.12,-999.0,21.76,20.53,21.67,4.88,2.98,64.9,6.8,91.58
1987,10,10,2.23,2.09,3.23,319.62,17.03,94.0,7.67,-999.0,21.97,20.96,21.9,4.24,4.98,104.8,6.52,91.6
1987,10,11,2.88,1.77,3.67,171.38,16.48,92.44,0.77,-999.0,21.72,20.43,21.73,4.26,4.68,98.9,6.81,91.42
1987,10,12,4.13,4.59,4.41,133.25,16.36,87.88,5.57,-999.0,22.56,20.33,22.7,5.72,4.48,93.7,6.79,91.57
1987,10,13,2.9,2.85,4.64,106.38,16.36,86.19,11.63,-999.0,22.97,20.32,23.37,8.8,4.36,91.9,6.32,91.57
1987,10,14,3.11,1.89,3.03,80.69,16.17,84.81,2.99,-999.0,23.09,20.15,23.62,8.95,5.58,115.3,6.29,91.53
1987,10,15,2.43,1.98,4.0,155.5,13.98,78.81,0.4,-999.0,22.14,17.77,22.65,11.37,4.79,99.7,6.64,91.46
1987,10,16,3.13,2.59,1.47,299.56,15.14,81.75,1.01,-999.0,22.6,19.03,22.93,10.75,4.79,99.6,6.72,91.39
1987,10,17,2.45,2.08,1.94,222.31,15.62,82.38,0.43,-999.0,23.01,19.57,23.4,8.76,5.57,115.1,6.22,91.52
1987,10,18,1.58,1.69,2.84,217.19,14.1,77.38,2.0,-999.0,22.62,17.94,22.71,9.98,5.5,114.0,6.37,91.56
